"NAME","STREET","POST_CODE","CITY","LONGITUDE","LATITUDE","HUMIDITY_AVG","PRESSURE_AVG","TEMPERATURE_AVG","PM10_AVG","PM25_AVG","TIMESTAMP"
"SZKO?A PODSTAWOWA NR 3 IM. ADAMA MICKIEWICZA W OSTRO??CE","UL. IGNACEGO JERZEGO SKOWRO?SKIEGO","07-417","OSTRO??KA","21.60307406","53.05404225","86.76","1011.1","-1.04","55.82000000000001","45.72","2023-04-05 00:00:00.0"
"SZKO?A PODSTAWOWA Z ODDZIA?AMI INTEGRACYJNYMI NR 39 IM. OBRO?C?W POKOJU W GLIWICACH","UL. OBRO?C?W POKOJU","44-105","GLIWICE","18.6713802","50.2944923","71.68333333333334","994.8000000000001","-2.275","82.54166666666667","66.125","2023-04-05 00:00:00.0"
"SZKO?A PODSTAWOWA IM. KAWALER?W ORDERU U?MIECHU W CZERSKU","UL. WARSZAWSKA","05-530","CZERSK","21.227091274384716","51.96063591615556 ","72.81666666666666","1010.3833333333333","0.775","30.724999999999998","24.641666666666666","2023-04-05 00:00:00.0"
"LICEUM OG?LNOKSZTA?C?CE IM. TOMASZA ZANA W PRUSZKOWIE","UL. IGNACEGO DASZY?SKIEGO","05-800","PRUSZK?W","20.80021723","52.16766803","68.03333333333333","1011.6083333333335","-0.23333333333333336","65.85833333333333","51.99166666666667","2023-04-05 00:00:00.0"
"SZKO?A PODSTAWOWA W O?DAKACH","","07-411","O?DAKI","21.692978","53.095518","98.91666666666667","1010.5749999999999","-1.883333333333333","11.85","10.558333333333334","2023-04-05 00:00:00.0"
"SZKO?A PODSTAWOWA IM.J.WYBICKIEGO W POLNICY","","77-300","POLNICA","17.40057712","53.75198216","68.8","1007.3583333333332","-0.18333333333333335","0.425","0.17500000000000002","2023-04-05 00:00:00.0"
"SZKO?A PODSTAWOWA W RAJKOWACH W ZESPOLE KSZTA?CENIA I WYCHOWANIA W RAJKOWACH","UL. JESIONOWA","83-130","RAJKOWY","18.7092112","53.9610738","70.77692307692308","1018.2307692307693","0.13846153846153847","10.807692307692308","8.892307692307693","2023-04-05 00:00:00.0"
"LICEUM OG?LNOKSZTA?C?CE W REDZIE","UL. ??KOWA","84-240","REDA","18.3577379","54.60185","60.050000000000004","1025.4083333333335","1.1500000000000001","11.891666666666666","10.4","2023-04-05 00:00:00.0"
"SZKO?A PODSTAWOWA IM. MARYNARKI WOJENNEJ RP W OSTASZEWIE","UL. KO?CIUSZKI","82-112","OSTASZEWO","18.9507202","54.2131383","62.26666666666667","1024.925","3.408333333333333","2.75","2.216666666666667","2023-04-05 00:00:00.0"
"TECHNIKUM NR 2 W BYTOWIE","UL. HIERONIMA DERDOWSKIEGO","77-100","BYT?W","17.48812443","54.16585829","83.14166666666667","1010.3583333333332","-1.9166666666666667","64.63333333333334","44.73333333333333","2023-04-05 00:00:00.0"
